College Name,College Code,Merit Marks,Gender,Candidate Type,Category,Home University,HSC Eligibility,Fees Paid,CAP Round,BRANCH
PIMPRI CHINCHWAD COLLEGE OF ENGINEERING,6175,17.76,F,J & K,NA,OHU,85.33,27948,J & K COUNSELING,ELECTRONICS AND TELECOMUNICATION ENGG
"MMCOE, KARVENAGAR, PUNE",6156,427197,M,TYPE A,OBC,SRTMU,48.67,28000,ROUND 2,ELECTRICAL
"SINHGAD SKN, VADGAON",6178,70.36,M,TYPE A,OPEN,PUNE,72.67,28000,ROUND 2,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,66.89,M,TYPE A,OBC,NORTH MAHARASHTRA,81.33,28000,ROUND 2,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,63.57,M,TYPE A,OBC,NAGPUR,73,28000,ROUND 2,ELECTRICAL
DY PATIL AKURDI,6272,63.44,M,TYPE A,OBC,PUNE,47.67,28000,ROUND 1,CIVIL
"MMCOE, KARVENAGAR, PUNE",6156,61.08,M,TYPE A,OBC,NORTH MAHARASHTRA,80.67,28000,ROUND 2,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,58.92,M,TYPE A,OPEN,PUNE,81,28000,COUNSELING ROUND,MECHANICAL
DY PATIL AKURDI,6272,55.79,F,TYPE A,OBC,PUNE,75,28000,ROUND 1,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,47.27,M,TYPE A,OPEN,SRTMU,54.83,28000,ROUND 2,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,44.55,M,TYPE A,OBC,SRTMU,60.67,28000,ROUND 2,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,42.23,M,TYPE A,OBC,PUNE,68.83,28000,ROUND 1,ELECTRICAL
KJ TRINITY COER,6184,62.73,M,TYPE A,OPEN,PUNE,56.67,28133,ROUND 1,MECHANICAL
"DY PATIL IET,PIMPRI",6207,61.59,M,TYPE A,OPEN,AMRAVATI,65.78,28182,INSTITUTE LEVEL,MECHANICAL ENGINEERING
KJ TRINITY COER,6184,44.84,M,TYPE A,OPEN,PUNE,58.67,28184,ROUND 2,CIVIL
PIMPRI CHINCHWAD COLLEGE OF ENGINEERING,6175,76.18,F,TYPE A,OBC,NORTH MAHARASHTRA,76.5,28202,ROUND-1,ELECTRONICS AND TELECOMUNICATION ENGG
"PES MODERN COE, PUNE",6139,82.35,F,TYPE A,OBC,NORTH MAHARASHTRA,65.67,28435,ROUND 1,MECHANICAL
"PES MODERN COE, PUNE",6139,65.79,M,TYPE A,OBC,AMRAVATI,50.33,28435,ROUND 2,ENTC
"PES MODERN COE, PUNE",6139,48.86,F,TYPE A,OBC,PUNE,69,28435,ROUND 2,IT
"PES MODERN COE, PUNE",6139,48.04,F,TYPE A,OBC,PUNE,70.33,28435,ROUND 2,IT
"PES MODERN COE, PUNE",6139,39.63,F,TYPE A,OBC,PUNE,56.33,28435,ROUND 2,IT
PIMPRI CHINCHWAD COLLEGE OF ENGINEERING,6175,88.2,F,J & K SPECIAL SCHOLORSHIP SCHEME CANDIDATE,OPEN,OHU,84.33,28448,INSTITUTE LEVEL,ELECTRONICS AND TELECOMUNICATION ENGG
PIMPRI CHINCHWAD COLLEGE OF ENGINEERING,6175,85.6,F,J & K SPECIAL SCHOLORSHIP SCHEME CANDIDATE,OPEN,OHU,84,28448,INSTITUTE LEVEL,ELECTRONICS AND TELECOMUNICATION ENGG
"DY PATIL IET,PIMPRI",6207,85.22,F,OMS,OPEN,OHU,89.67,28591,INSTITUTE LEVEL,ELECTRONICS AND TELCOMMUNICATION ENGG
"DY PATIL IET,PIMPRI",6207,76,M,OMS,OPEN,OHU,72,28591,INSTITUTE LEVEL,ELECTRONICS AND TELCOMMUNICATION ENGG
"DY PATIL IET,PIMPRI",6207,75.4,M,OMS,OPEN,OHU,56.33,28591,INSTITUTE LEVEL,ELECTRONICS AND TELCOMMUNICATION ENGG
"DY PATIL IET,PIMPRI",6207,55.94,F,TYPE A,OBC,PUNE,48.67,28591,ROUND 2,COMPUTER ENGINEERING
"DY PATIL IET,PIMPRI",6207,49.35,F,TYPE A,OBC,PUNE,70.67,28591,ROUND-2,MECHANICAL ENGINEERING
"DY PATIL IET,PIMPRI",6207,48.03,F,TYPE A,OPEN,PUNE,59.33,28591,INSTITUTE LEVEL,ELECTRICAL ENGINEERING
"DY PATIL IET,PIMPRI",6207,44.84,M,TYPE A,OPEN,PUNE,69.33,28591,INSTITUTE LEVEL,MECHANICAL ENGINEERING
"DY PATIL IET,PIMPRI",6207,39.87,M,TYPE A,OPEN,PUNE,57.67,28591,INSTITUTE LEVEL,MECHANICAL ENGINEERING
"DY PATIL IET,PIMPRI",6207,37.59,F,TYPE A,OBC,S.R.T.M.U.,63.5,28591,ROUND 2,INSTRUMENTAION ENGINEERING
"DY PATIL IET,PIMPRI",6207,27.88,F,OMS,OPEN,OHU,54.67,28591,INSTITUTE LEVEL,ELECTRICAL ENGINEERING
"MMCOE, KARVENAGAR, PUNE",6156,278445,M,TYPE A,OPEN,BAMU,51.33,28800,ROUND 2,MECHANICAL
JSPM RSCOE,6141,77.71,M,TYPE A,OBC,PUNE,77,29000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,72.86,M,TYPE A,OBC,PUNE,76.67,29000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,64.99,M,TYPE A,OBC,PUNE,50,29000,ROUND 1,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,54.01,M,TYPE A,OBC,SRTMU,68.67,29000,ROUND 2,MECHANICAL
JSPM RSCOE,6141,39.25,M,TYPE A,OBC,SRTMU,63.33,29000,ROUND 2,CIVIL
"PES MODERN COE, PUNE",6139,82.22,M,TYPE A,OBC,PUNE,59.67,29435,ROUND 1,MECHANICAL
"PES MODERN COE, PUNE",6139,76.18,M,TYPE A,OBC,PUNE,71.5,29435,ROUND 2,MECHANICAL
"PES MODERN COE, PUNE",6139,64.09,F,TYPE A,OBC,NAGPUR,70.33,29435,ROUND 1,ENTC
"PES MODERN COE, PUNE",6139,59.73,M,TYPE A,OBC,NORTH MAHARASHTRA,86,29435,ROUND 2,ENTC
"PES MODERN COE, PUNE",6139,48.91,M,TYPE A,OBC,PUNE,66.67,29435,ROUND 2,ELECTRICAL
"PES MODERN COE, PUNE",6139,40.3,F,TYPE A,OBC,PUNE,53,29435,ROUND 2,MECHANICAL
"KJCOEMR, PISOLI",6320,36.96,M,TYPE A,OBC,MUMBAI,58.33,29550,COUNSELING ROUND,CIVIL
"KJCOEMR, PISOLI",6320,739920,M,TYPE A,OPEN,BAMU,50.33,30000,ROUND 1,CIVIL
KJ TRINITY COER,6184,632461,M,TYPE A,OBC,PUNE,51,30000,ROUND 2,MECHANICAL
DY PATIL AKURDI,6272,363100,M,TYPE A,OPEN,PUNE,66,30000,ROUND 1,PRODUCTION (SANDWICH)
SINHGAD NARHE,6182,256959,M,TYPE A,OBC,SRTMU,70.67,30000,ROUND 1,CIVIL
DY PATIL AKURDI,6272,91.2,M,OMS,OPEN,OHU,98,30000,INSTITUTE LEVEL,MECHANICAL
MAEERS M.I.T COLLEGE OF ENGINEERING,6148,90.97,F,TYPE A,OPEN,PUNE,74.83,30000,ROUND 1,MECHANICAL ENGINEERING
"TSSM PVPIT, BAVDHAN",6122,85.96,M,TYPE A,OPEN,BAMU,61.67,30000,ROUND 2,CIVIL
SINHGAD NARHE,6182,83.2,M,TYPE A,OBC,PUNE,78,30000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,82.49,M,TYPE A,OBC,NORTH MAHARASHTRA,71.67,30000,ROUND 1,MECHANICAL
"INDIRA COEM, PUNE",6179,80.57,M,TYPE A,OPEN,BAMU,51.5,30000,ROUND 2,MECH (SANDWICH)
SINHGAD NARHE,6182,78.31,M,OMS,OPEN,OHU,69.67,30000,INSTITUTE LEVEL,ENTC
"AISSMS,Pune",6282,77.89,F,TYPE A,OPEN,PUNE,77.67,30000,ROUND-1,COMPUTER
DY PATIL AKURDI,6272,76.96,M,TYPE A,OPEN,SRTMU,68.83,30000,COUNSELING ROUND,MECHANICAL
JSPM RSCOE,6141,76.25,M,TYPE A,OBC,GONDWANA,71.33,30000,ROUND 1,MECHANICAL
SINHGAD NARHE,6182,75.85,M,TYPE A,OBC,NORTH MAHARASHTRA,60.67,30000,ROUND 2,CIVIL
JSPM RSCOE,6141,75.57,M,TYPE A,OBC,SRTMU,67,30000,ROUND 1,MECHANICAL
DY PATIL AKURDI,6272,74.86,M,TYPE A,OBC,SRTMU,58.33,30000,COUNSELING ROUND,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,73.89,M,TYPE A,OBC,AMRAVATI,67.67,30000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,73.6,M,TYPE A,OBC,PUNE,73,30000,ROUND 1,MECHANICAL
DY PATIL AKURDI,6272,73.49,F,TYPE A,OBC,AMRAVATI,75.83,30000,ROUND 2,MECHANICAL
SINHGAD NARHE,6182,72.73,M,TYPE A,OPEN,NAGPUR,75.17,30000,INSTITUTE LEVEL,MECHANICAL
JSPM RSCOE,6141,72.73,M,TYPE A,OBC,AMRAVATI,72,30000,ROUND 1,CIVIL
JSPM RSCOE,6141,72.09,M,TYPE A,OBC,SRTMU,70.83,30000,ROUND 1,COMPUTER
SINHGAD NARHE,6182,71.96,F,OMS,OPEN,OHU,72.33,30000,INSTITUTE LEVEL,COMPUTER
SINHGAD NARHE,6182,71.1,M,TYPE A,OBC,PUNE,65.33,30000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,69.9,M,TYPE A,OBC,PUNE,69.33,30000,ROUND 2,MECHANICAL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,68.71,M,TYPE A,OPEN,PUNE,67,30000,ROUND 2,MACHANICAL  ENGINEERING
JSPM RSCOE,6141,68.49,M,TYPE A,OBC,PUNE,59.33,30000,ROUND 2,COMPUTER
JSPM RSCOE,6141,68.27,M,TYPE A,OBC,PUNE,73.33,30000,ROUND 1,CIVIL
DY PATIL AKURDI,6272,67.76,MM,TYPE A,SBC,GONDWANA,58.67,30000,COUNSELING ROUND,CIVIL
"INDIRA COEM, PUNE",6179,67.12,M,TYPE A,OPEN,PUNE,62.33,30000,ROUND 1,MECHANICAL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,66.81,M,TYPE A,OPEN,PUNE,73.33,30000,ROUND 2,MACHANICAL  ENGINEERING
JSPM RSCOE,6141,66.5,F,TYPE A,OBC,PUNE,76,30000,ROUND 2,COMPUTER
"AISSMS,Pune",6278,66.2862122,M,TYPE A,OBC,PUNE,66,30000,COUNSELING ROUND,ELECTRICAL
"SC0E, VADGAON ",6177,65.42,F,TYPE A,OBC,PUNE,66.67,30000,ROUND 1,BIO TECHNOLOGY
JSPM RSCOE,6141,65.27,M,TYPE A,OBC,PUNE,60.33,30000,ROUND 1,MECHANICAL
"DY PATIL IET,PIMPRI",6207,64.99,F,TYPE A,OPEN,PUNE,69.33,30000,ROUND-2,COMPUTER  ENGINEERING
JSPM RSCOE,6141,62.15,M,TYPE A,OBC,PUNE,61,30000,ROUND 1,CIVIL
JSPM RSCOE,6141,61.68,M,TYPE A,OBC,PUNE,52.67,30000,ROUND 2,MECHANICAL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,61.61,M,TYPE A,OPEN,PUNE,54.67,30000,COUNSELING ROUND,COMPUTER  ENGINEERING
"SC0E, VADGAON ",6177,60.698,F,TYPE A,OBC,PUNE,76,30000,ROUND 1,CHEMICAL
"SINHGAD SKN, VADGAON",6178,60.45,M,TYPE A,OBC,PUNE,62.33,30000,ROUND 1,ENTC
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,59.47,M,TYPE B,OPEN,PUNE,78.33,30000,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
JSPM RSCOE,6141,58.42,M,TYPE A,OPEN,SRTMU,77.67,30000,ROUND 2,ENTC
"AISSMS,Pune",6282,57.52,M,TYPE A,OPEN,PUNE,72,30000,ROUND 2,ELECTRICAL
"DY PATIL IET,PIMPRI",6207,56.77,M,TYPE A,OPEN,PUNE,56.33,30000,ROUND-2,ELECTRICAL ENGINEERING
"INDIRA COEM, PUNE",6179,56.46,F,TYPE A,OBC,PUNE,63,30000,ROUND 1,MECHANICAL
"AISSMS,Pune",6282,55.58,M,TYPE A,OBC,AMRAVATI,61.5,30000,ROUND 1,ELECTRONIC AND TELECOMMUNICATION ENG.
"INDIRA COEM, PUNE",6179,55.41,M,TYPE A,OBC,AMRAVATI,60.67,30000,ROUND 2,MECHANICAL
JSPM RSCOE,6141,55.25,M,TYPE A,OBC,PUNE,59.67,30000,ROUND 2,CIVIL
"TSSM PVPIT, BAVDHAN",6122,54.78,M,TYPE A,OPEN,PUNE,51.33,30000,ROUND 1,MECHANICAL
"AISSMS,Pune",6282,53.85,M,TYPE A,OPEN,PUNE,57,30000,ROUND 1,ELECTRONIC AND TELECOMMUNICATION ENG.
"INDIRA COEM, PUNE",6179,53.69,M,TYPE A,OBC,PUNE,54,30000,ROUND 1,CIVIL
JSPM RSCOE,6141,53.15,M,TYPE A,OBC,PUNE,62.67,30000,ROUND 2,CIVIL
KJ TRINITY COER,6184,53.12,M,TYPE A,OBC,PUNE,56.33,30000,ROUND 1,COMPUTER
DY PATIL AKURDI,6272,52.81,F,TYPE A,OBC,PUNE,72,30000,ROUND 1,IT
JSPM RSCOE,6141,52.78,M,TYPE A,OBC,PUNE,71.33,30000,ROUND 2,IT
SINHGAD NARHE,6182,52.67,F,TYPE A,OBC,PUNE,62,30000,ROUND 1,CIVIL
JSPM RSCOE,6141,52.31,F,TYPE A,OBC,PUNE,73.33,30000,ROUND 1,IT
JSPM RSCOE,6141,52.17,M,TYPE A,OPEN,PUNE,56.33,30000,COUNSELING ROUND,IT
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,52.04,M,TYPE A,OPEN,S.R.T.M.U.,67.67,30000,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
"INDIRA COEM, PUNE",6179,51.92,M,TYPE A,OPEN,SRTMU,59.5,30000,ROUND 2,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,50.85,M,TYPE A,OBC,PUNE,77.5,30000,ROUND 2,MECHANICAL
"INDIRA COEM, PUNE",6179,50.38,F,TYPE A,OBC,PUNE,58,30000,ROUND 1,COMPUTER
"INDIRA COEM, PUNE",6179,50,M,TYPE A,OPEN,PUNE,54,30000,COUNSELING ROUND,MECHANICAL
JSPM RSCOE,6141,50,M,TYPE A,OBC,PUNE,51.67,30000,ROUND 1,IT
SINHGAD NARHE,6182,49.67,M,TYPE A,OPEN,MUMBAI,72.33,30000,COUNSELING ROUND,MECHANICAL
JSPM RSCOE,6141,48.95,M,TYPE A,OBC,PUNE,67.33,30000,COUNSELING ROUND,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,48.74,M,TYPE A,OBC,NORTH MAHARASHTRA,75,30000,ROUND 2,MECHANICAL
"DY PATIL IET,PIMPRI",6207,48.41,M,TYPE A,OPEN,PUNE,55.33,30000,COUNSELING ROUND,COMPUTER ENGINEERING
JSPM RSCOE,6141,48.12,M,TYPE A,OPEN,PUNE,65.67,30000,COUNSELING ROUND,MECHANICAL
"INDIRA COEM, PUNE",6179,48.01,F,TYPE A,OBC,PUNE,79.33,30000,ROUND 1,COMPUTER
SINHGAD NARHE,6182,47.97,M,TYPE A,OPEN,PUNE,63,30000,INSTITUTE LEVEL,COMPUTER
DY PATIL AKURDI,6272,47.72,M,TYPE A,OBC,PUNE,59,30000,ROUND 2,IT
SINHGAD NARHE,6182,47.61,M,TYPE A,OPEN,PUNE,62,30000,COUNSELING ROUND,COMPUTER
"INDIRA COEM, PUNE",6179,47.61,M,TYPE B,OBC,NORTH MAHARASHTRA,56,30000,ROUND 1,COMPUTER
"INDIRA COEM, PUNE",6179,47.1,M,TYPE A,OBC,AMRAVATI,65.67,30000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,46.88,M,TYPE A,OBC,PUNE,75.67,30000,ROUND 1,ENTC
"INDIRA COEM, PUNE",6179,46.82,M,TYPE A,OBC,PUNE,78,30000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,46.68,M,TYPE A,OBC,PUNE,65.67,30000,ROUND 1,ENTC
"AISSMS,Pune",6278,46.62951695,M,TYPE A,OPEN,SOLAPUR,56.67,30000,ROUND 2,ENTC
JSPM RSCOE,6141,44.2,F,TYPE A,OBC,SHIVAJI,49,30000,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,43.96,M,TYPE A,OPEN,SRTMU,54.33,30000,COUNSELING ROUND,COMPUTER
KJ TRINITY COER,6184,40.67,M,TYPE A,OBC,PUNE,51,30000,ROUND 1,COMPUTER
"INDIRA COEM, PUNE",6179,40.58,F,TYPE A,OBC,PUNE,62.67,30000,ROUND 2,COMPUTER
"TSSM PVPIT, BAVDHAN",6122,40.33,M,TYPE A,OPEN,BAMU,49.67,30000,ROUND 2,COMPUTER
KJ TRINITY COER,6184,39.84,F,TYPE A,OBC,PUNE,45.67,30000,ROUND 1,ELECTRICAL
"INDIRA COEM, PUNE",6179,39.35,M,TYPE A,OPEN,PUNE,57.33,30000,ROUND 2,COMPUTER
"INDIRA COEM, PUNE",6179,38.01,F,TYPE A,OPEN,PUNE,54.33,30000,ROUND 2,COMPUTER
JSPM RSCOE,6141,36.14,M,TYPE A,OBC,SRTMU,49.17,30000,ROUND 2,ENTC
"INDIRA COEM, PUNE",6179,36.11,M,TYPE A,OBC,BAMU,48,30000,ROUND 2,MECHANICAL
"INDIRA COEM, PUNE",6179,35.31,M,TYPE A,OBC,PUNE,65.17,30000,ROUND 2,COMPUTER
"KJCOEMR, PISOLI",6320,35.15,M,TYPE A,OBC,PUNE,56,30000,ROUND 1,MECHANICAL
"INDIRA COEM, PUNE",6179,34.83,M,TYPE A,OBC,PUNE,54.17,30000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,34.09,M,TYPE A,OBC,PUNE,64.33,30000,ROUND 2,CIVIL
SINHGAD NARHE,6182,32.56,F,TYPE A,OPEN,PUNE,51.67,30000,INSTITUTE LEVEL,ENTC
"INDIRA COEM, PUNE",6179,32.11,M,TYPE A,OBC,PUNE,49.67,30000,ROUND 2,COMPUTER
JSPM RSCOE,6141,32.03,M,TYPE A,OBC,SRTMU,53.67,30000,ROUND 2,ENTC
JSPM RSCOE,6141,30.91,M,TYPE A,OBC,SRTMU,52.33,30000,ROUND 2,ENTC
"INDIRA COEM, PUNE",6179,30.33,M,TYPE A,OPEN,PUNE,51.67,30000,ROUND 2,MECHANICAL
SINHGAD NARHE,6182,29.43,M,TYPE A,OBC,SRTMU,45.17,30000,ROUND 2,ENTC
"INDIRA COEM, PUNE",6179,29.39,M,TYPE A,OBC,SRTMU,57,30000,ROUND 2,COMPUTER
JSPM RSCOE,6141,26.18,M,TYPE A,OBC,NORTH MAHARASHTRA,85,30000,ROUND 2,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,25.96,M,TYPE A,OBC,PUNE,48.33,30000,ROUND 1,CIVIL
JSPM RSCOE,6141,25.18,F,TYPE A,OBC,PUNE,54.17,30000,ROUND 1,ENTC
JSPM RSCOE,6141,24.9,M,TYPE A,OBC,SRTMU,44.5,30000,ROUND 2,ENTC
"TSSM PVPIT, BAVDHAN",6122,21.97,M,TYPE A,OBC,PUNE,47.67,30000,ROUND 1,MECHANICAL
SINHGAD NARHE,6182,21.75,M,TYPE A,OPEN,AMRAVATI,53.17,30000,INSTITUTE LEVEL,CIVIL
SINHGAD NARHE,6182,21.16,M,TYPE A,OBC,BAMU,54.83,30000,COUNSELING ROUND,ENTC
JSPM RSCOE,6141,19.83,F,TYPE A,OBC,PUNE,71,30000,ROUND 2,COMPUTER
"INDIRA COEM, PUNE",6179,18.15,F,TYPE A,OPEN,PUNE,55.33,30000,ROUND 1,ENTC
SINHGAD NARHE,6182,12.37,M,TYPE A,OPEN,OHU,50,30000,INSTITUTE LEVEL,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,10.9,M,TYPE A,OPEN,PUNE,50,30000,ROUND 2,MECHANICAL
SINHGAD NARHE,6182,9.71,M,TYPE A,OBC,PUNE,50.33,30000,INSTITUTE LEVEL,CIVIL
KJ TRINITY COER,6184,8.8,M,TYPE A,OPEN,PUNE,52.67,30000,INSTITUTE LEVEL,MECHANICAL
"SC0E, VADGAON ",6177,216900,M,J & K,NA,OHU,86.67,30070,J &K COUNSELLING,PRODUCTION ENGINEERING
"SC0E, VADGAON ",6177,135704,M,J & K,NA,OHU,83.67,30070,J &K COUNSELLING,BIO TECHNOLOGY
"SC0E, VADGAON ",6177,86.15,M,OMS,OPEN,OHU,86.67,30070,INSTITUTE LEVEL,PRODUCTION ENGINEERING
"AISSMS,Pune",6282,41.18,M,TYPE A,OPEN,PUNE,61.67,30228,COUNSELLING ROUND,INFORMATION TECHNOLOGY
"AISSMS,Pune",6278,66.458,F,TYPE A,OBC,PUNE,56.67,30235,ROUND 1,CIVIL
DY PATIL AKURDI,6272,70.45,F,TYPE A,OBC,AMRAVATI,67.67,30279,ROUND 2,CIVIL
"DY PATIL IET,PIMPRI",6207,72.19,F,OMS,OPEN,OHU,65.33,30591,INSTITUTE LEVEL,ELECTRONICS AND TELCOMMUNICATION ENGG
KJ TRINITY COER,6184,630219,M,TYPE A,OBC,MUMBAI,67.33,30604,ROUND 2,CIVIL
KJ TRINITY COER,6184,48.33,M,TYPE B,OBC,SOLAPUR,54,30604,ROUND 2,CIVIL
"MMCOE, KARVENAGAR, PUNE",6156,401665,M,TYPE A,OPEN,PUNE,52,30800,ROUND 1,IT
"MMCOE, KARVENAGAR, PUNE",6156,277824,M,TYPE A,OPEN,SRTMU,79.33,30800,ROUND 2,MECHANICAL
SINHGAD NARHE,6182,69.62,F,TYPE A,OBC,AMRAVATI,55,31000,ROUND 1,CIVIL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,59.9,M,TYPE A,OPEN,PUNE,52.67,31000,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
"MMMIT, LOHGAON, PUNE",6203,35,M,TYPE A,OPEN,PUNE,61.67,31000,ROUND 2,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,8.93,M,TYPE A,OBC,SRTMU,47.33,31000,ROUND 2,MECHANICAL
KJ TRINITY COER,6184,49.99,M,TYPE A,OBC,PUNE,55.33,31104,ROUND 1,MECHANICAL
DY PATIL AKURDI,6272,81.83,M,TYPE B,OBC,NORTH MAHARASHTRA,85.44,31279,ROUND 1,CIVIL
SINHGAD NARHE,6182,76.87,M,TYPE A,OPEN,PUNE,78.33,31296,ROUND 1,MECHANICAL
SINHGAD NARHE,6182,73.91,M,TYPE A,OBC,PUNE,64.33,31296,ROUND 1,MECHANICAL
"INDIRA COEM, PUNE",6179,55.58,M,TYPE A,OBC,PUNE,58,31404,ROUND 1,MECHANICAL
"INDIRA COEM, PUNE",6179,48.01,M,TYPE A,OBC,PUNE,62.33,31404,ROUND 1,MECH (SANDWICH)
"INDIRA COEM, PUNE",6179,44.44,M,TYPE A,OBC,PUNE,66,31404,ROUND 1,MECHANICAL
"DY PATIL IET,PIMPRI",6207,26.32,M,TYPE A,OPEN,PUNE,55.83,31500,INSTITUTE LEVEL,MECHANICAL ENGINEERING
"PCCOE, Ravet",6822,66.8438,M,TYPE A,OPEN,PUNE,67.33,32000,ROUND-1,CIVIL
DY PATIL AKURDI,6272,46.94,F,TYPE A,OBC,PUNE,56,32000,ROUND 1,ENTC
SINHGAD NARHE,6182,39.11,M,TYPE A,OBC,AMRAVATI,49.67,32000,ROUND 2,ENTC
"BVCE, KATRAJ",6285,40.831,F,TYPE A,OPEN,MUMBAI,57.67,32177,COUNSELING ROUND ,ENTC
"PES MODERN COE, PUNE",6139,41.69,F,TYPE A,OPEN,NORTH MAHARASHTRA,60.5,32435,INSTITUTE LEVEL,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,75.29,M,TYPE A,OBC,NORTH MAHARASHTRA,83,33000,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,38.62,F,TYPE A,OBC,PUNE,59,33000,ROUND 1,ELECTRICAL
"SINHGAD SKN, VADGAON",6178,15.73,M,OMS,NA,OHU,63,33000,ROUND 2,ENTC
"SINHGAD SKN, VADGAON",6178,11.71,F,TYPE A,OPEN,AMRAVATI,84.33,33000,ROUND 2,COMPUTER
"PCCOE, Ravet",6822,382536,M,TYPE A,OBC,AMRAVATI,69.17,33330,ROUND-1,CIVIL
"PCCOE, Ravet",6822,348750,M,TYPE A,OBC,SOLAPUR,83.67,33330,ROUND 2,CIVIL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,78.68,F,TYPE A,OBC,PUNE,66.67,33330,ROUND-1,COMPUTER  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,77.5,M,TYPE A,OPEN,PUNE,79,33330,ROUND-2,COMPUTER  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,77.37,F,TYPE A,OPEN,PUNE,71,33330,ROUND-2,COMPUTER  ENGINEERING
"PCCOE, Ravet",6822,76.7048,M,TYPE A,OBC,PUNE,68,33330,ROUND-1,CIVIL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,75.81,F,TYPE A,OBC,NORTH MAHARASHTRA,74.67,33330,ROUND-1,COMPUTER  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,75.39,M,TYPE A,OBC,PUNE,74.33,33330,ROUND 1,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,72.4,M,TYPE A,OBC,AMRAVATI,76.67,33330,ROUND 2,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,72.3,M,TYPE A,OBC,PUNE,69,33330,ROUND-1,COMPUTER  ENGINEERING
"PCCOE, Ravet",6822,72.16671028,M,TYPE A,OBC,NORTH MAHARASHTRA,59.33,33330,ROUND-2,CIVIL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,71.47,M,TYPE A,OBC,PUNE,73.67,33330,ROUND 2,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,71.21,M,TYPE A,OBC,PUNE,71,33330,ROUND-1,COMPUTER  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,70.36,M,TYPE A,OBC,AMRAVATI,72.67,33330,ROUND 2,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,70.36,F,TYPE A,OBC,PUNE,68.33,33330,ROUND-1,COMPUTER  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,68.71,M,TYPE A,OBC,PUNE,81.67,33330,ROUND 1,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,67.99,M,TYPE A,OBC,MUMBAI,66,33330,ROUND 1,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,64.58,M,TYPE A,OBC,PUNE,62,33330,ROUND 1,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,64.09,M,TYPE A,OBC,PUNE,70,33330,ROUND 1,MACHANICAL  ENGINEERING
